track_id,title,artist,artist_id,popularity,release_date,genre,sub_genre,mood_tags,context_tags,youtube_video_id,mood_tags_list,context_tags_list,popularity_norm,recency_score,artist_pref_score,base_score,track_image_url,youtube_thumbnail_url,thumbnail_url
48NthgcgfoRrWT8LtgW28A,What I Want (feat. Tate McRae),Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,70.0,2025-05-16,Country,Pop,"Energetic, Uplifting, Romantic","Drive, Party, Workout",Y6jyPJ8QJK8,"['Energetic', 'Uplifting', 'Romantic']","['Drive', 'Party', 'Workout']",0.7,0.9908860759493671,0.0,0.5277215189873418,,https://i.ytimg.com/vi/Y6jyPJ8QJK8/hqdefault.jpg,https://i.ytimg.com/vi/Y6jyPJ8QJK8/hqdefault.jpg
69nw7FXwN0uSzilsoDG7Ts,Pop Girl,Senzei,4qQgMu20UfwRFHFfyMIrTH,23.0,2020-06-19,Pop,Electronic,"Energetic, Uplifting, Happy","Party, Drive, Workout",jwPww62TlX0,"['Energetic', 'Uplifting', 'Happy']","['Party', 'Drive', 'Workout']",0.23,0.9303966244725739,0.0,0.3245991561181435,,https://i.ytimg.com/vi/jwPww62TlX0/hqdefault.jpg,https://i.ytimg.com/vi/jwPww62TlX0/hqdefault.jpg
5klNADgwB1K5j2quV0SCDL,Blue Jeans,HANA,7fmXV2O48buswss04YetaN,77.0,2025-07-14,Electronic,Pop,"Chill, Dreamy, Melancholic","Relax, Study, Drive, Focus",_sPcgPexnhI,"['Chill', 'Dreamy', 'Melancholic']","['Relax', 'Study', 'Drive', 'Focus']",0.77,0.9928776371308017,0.0,0.5562194092827004,,https://i.ytimg.com/vi/_sPcgPexnhI/hqdefault.jpg,https://i.ytimg.com/vi/_sPcgPexnhI/hqdefault.jpg
4TU2EvOsogviYrR0qqhKcB,Ginger,Senzei,4qQgMu20UfwRFHFfyMIrTH,22.0,2023-11-10,Lofi,Hip Hop,"Chill,Dreamy,Calm","Study,Relax,Sleep,Focus",RW1P-vQR5ao,"['Chill', 'Dreamy', 'Calm']","['Study', 'Relax', 'Sleep', 'Focus']",0.22,0.9722194092827005,0.0,0.3310548523206751,,https://i.ytimg.com/vi/RW1P-vQR5ao/hqdefault.jpg,https://i.ytimg.com/vi/RW1P-vQR5ao/hqdefault.jpg
0bxPRWprUVpQK0UFcddkrA,Folded,Kehlani,0cGUm45nv7Z6M6qdXYQGTX,89.0,2025-06-11,R&B,Pop,"Calm, Chill, Melancholic, Dreamy","Relax, Drive, Night, Focus",14PLRhIEAy8,"['Calm', 'Chill', 'Melancholic', 'Dreamy']","['Relax', 'Drive', 'Night', 'Focus']",0.89,0.9917637130801688,0.0,0.6039409282700422,,https://i.ytimg.com/vi/14PLRhIEAy8/hqdefault.jpg,https://i.ytimg.com/vi/14PLRhIEAy8/hqdefault.jpg
57GsLpRtEtrzcPGPop20rS,What Did I Miss?,Drake,3TVXtAsR1Inumwj472S9r4,80.0,2025-07-05,Hip Hop,R&B,"Chill, Energetic, Dark","Drive, Party, Workout, Night",85stUoBMbcY,"['Chill', 'Energetic', 'Dark']","['Drive', 'Party', 'Workout', 'Night']",0.8,0.9925738396624473,0.6769986419466844,0.8050929845969514,,https://i.ytimg.com/vi/85stUoBMbcY/hqdefault.jpg,https://i.ytimg.com/vi/85stUoBMbcY/hqdefault.jpg
02sy7FAs8dkDNYsHp4Ul3f,Soda Pop,Saja Boys,0BJ2EjOqcfgFvlZXNKrNbE,91.0,2025-06-20,K-Pop,Pop,"Happy, Energetic, Uplifting","Party, Drive, Workout",_uu_izpVSEc,"['Happy', 'Energetic', 'Uplifting']","['Party', 'Drive', 'Workout']",0.91,0.9920675105485232,0.7070890130152686,0.8594980321924748,,https://i.ytimg.com/vi/_uu_izpVSEc/hqdefault.jpg,https://i.ytimg.com/vi/_uu_izpVSEc/hqdefault.jpg
4OIt8xmOnKaxMV25u0SH8f,Para Dey!,Senzei,4qQgMu20UfwRFHFfyMIrTH,21.0,2023-11-10,Hip Hop,,"Energetic, Dark, Chill","Workout, Drive, Party, Commute",wrGSmuTaXcw,"['Energetic', 'Dark', 'Chill']","['Workout', 'Drive', 'Party', 'Commute']",0.21,0.9722194092827005,0.0,0.3270548523206751,,https://i.ytimg.com/vi/wrGSmuTaXcw/hqdefault.jpg,https://i.ytimg.com/vi/wrGSmuTaXcw/hqdefault.jpg
4BRHTIx913Xzosfr4re7g6,Fly Guys,Senzei,4qQgMu20UfwRFHFfyMIrTH,20.0,2023-11-10,Hip Hop,,"Energetic, Uplifting, Happy","Party, Drive, Workout",LL6FaVRtcjI,"['Energetic', 'Uplifting', 'Happy']","['Party', 'Drive', 'Workout']",0.2,0.9722194092827005,0.0,0.3230548523206751,,https://i.ytimg.com/vi/LL6FaVRtcjI/hqdefault.jpg,https://i.ytimg.com/vi/LL6FaVRtcjI/hqdefault.jpg
29iva9idM6rFCPUlu7Rhxl,YUKON,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,83.0,2025-07-11,R&B,Pop,"Romantic,Melancholic,Chill","Relax,Drive,Night",PNpsJ--XGOo,"['Romantic', 'Melancholic', 'Chill']","['Relax', 'Drive', 'Night']",0.83,0.9927763713080169,0.891261022966464,0.8921354508652667,,https://i.ytimg.com/vi/PNpsJ--XGOo/hqdefault.jpg,https://i.ytimg.com/vi/PNpsJ--XGOo/hqdefault.jpg
5z0LSDpPpGwc2ZyJHpsE3J,Just In Case,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,79.0,2025-05-16,Country,Acoustic,"Melancholic,Sad,Chill","Night,Relax,Drive",cLnl73R9gMc,"['Melancholic', 'Sad', 'Chill']","['Night', 'Relax', 'Drive']",0.79,0.9908860759493671,0.0,0.5637215189873418,,https://i.ytimg.com/vi/cLnl73R9gMc/hqdefault.jpg,https://i.ytimg.com/vi/cLnl73R9gMc/hqdefault.jpg
1I37Zz2g3hk9eWxaNkj031,Your Idol,Saja Boys,0BJ2EjOqcfgFvlZXNKrNbE,90.0,2025-06-20,Rock,Indie,"Energetic, Uplifting, Dark","Workout, Drive, Party",mq2dq_KeV0M,"['Energetic', 'Uplifting', 'Dark']","['Workout', 'Drive', 'Party']",0.9,0.9920675105485232,0.7070890130152686,0.8554980321924748,,https://i.ytimg.com/vi/mq2dq_KeV0M/hqdefault.jpg,https://i.ytimg.com/vi/mq2dq_KeV0M/hqdefault.jpg
3HlWVKwU0JqJXqJK9DWHnZ,I'm The Problem,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,71.0,2025-01-31,Country,,"Melancholic,Angry","Night,Drink",YT57RMxA-Eo,"['Melancholic', 'Angry']","['Night', 'Drink']",0.71,0.9873417721518988,0.0,0.5308354430379747,,https://i.ytimg.com/vi/YT57RMxA-Eo/hqdefault.jpg,https://i.ytimg.com/vi/YT57RMxA-Eo/hqdefault.jpg
01p5urrGw5fuFCcfT7PBgc,GO BABY,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,73.0,2025-07-11,Pop,R&B,"Romantic, Calm, Uplifting","Relax, Sleep, Drive",cfhRITCzKGE,"['Romantic', 'Calm', 'Uplifting']","['Relax', 'Sleep', 'Drive']",0.73,0.9927763713080169,0.891261022966464,0.8521354508652667,,https://i.ytimg.com/vi/cfhRITCzKGE/hqdefault.jpg,https://i.ytimg.com/vi/cfhRITCzKGE/hqdefault.jpg
0vN9x6PF6SFIydNidbRb1q,SHADOW,LAWUYI,6B9FnDkafDWIYBiQy6Vvww,20.0,2025-07-30,R&B,Pop,"Dark,Melancholic","Night,Relax",-ItX6hCRtiM,"['Dark', 'Melancholic']","['Night', 'Relax']",0.2,0.9934177215189873,0.0,0.3283544303797469,,https://i.ytimg.com/vi/-ItX6hCRtiM/hqdefault.jpg,https://i.ytimg.com/vi/-ItX6hCRtiM/hqdefault.jpg
0JLcfQTtEf3Whtj59OhS0f,APT.,ROSÉ,3eVa5w3URK5duf6eyVDbu9,36.0,2024-10-31,K-Pop,Pop,"Energetic, Uplifting, Happy","Workout, Party, Drive",8Ebqe2Dbzls,"['Energetic', 'Uplifting', 'Happy']","['Workout', 'Party', 'Drive']",0.36,0.9842362869198312,0.9139495734367336,0.7099414224328144,https://i.scdn.co/image/ab67616d0000b273a9fb6e00986e42ad4764b1f3,https://i.ytimg.com/vi/8Ebqe2Dbzls/hqdefault.jpg,https://i.scdn.co/image/ab67616d0000b273a9fb6e00986e42ad4764b1f3
7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),Post Malone,246dkjvS1zLTtiykXe5h60,80.0,2024-05-10,Pop,Country,"Energetic, Uplifting, Happy","Drive, Party, Relax",4QIZE708gJ4,"['Energetic', 'Uplifting', 'Happy']","['Drive', 'Party', 'Relax']",0.8,0.9783628691983123,0.8118958186671491,0.8487542538330803,,https://i.ytimg.com/vi/4QIZE708gJ4/hqdefault.jpg,https://i.ytimg.com/vi/4QIZE708gJ4/hqdefault.jpg
734WuFbTDxTPMU1lBP6e0M,Score Suite,Marcelo Zarvos,0qDZ7wym9Vg843lDKkzmoR,72.0,2025-06-20,Electronic,Classical,"Dark, Energetic, Uplifting","Gaming, Night, Focus",nXg0WUHAXMk,"['Dark', 'Energetic', 'Uplifting']","['Gaming', 'Night', 'Focus']",0.72,0.9920675105485232,0.0,0.5360168776371308,,https://i.ytimg.com/vi/nXg0WUHAXMk/hqdefault.jpg,https://i.ytimg.com/vi/nXg0WUHAXMk/hqdefault.jpg
2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,86.0,2024-11-21,Hip Hop,R&B,"Romantic, Uplifting, Dreamy","Relax, Night, Drive",HfWLgELllZs,"['Romantic', 'Uplifting', 'Dreamy']","['Relax', 'Night', 'Drive']",0.86,0.9849451476793248,0.8701761231498487,0.8947979300222783,https://i.scdn.co/image/ab67616d0000b27309d6ed214f03fbb663e46531,https://i.ytimg.com/vi/HfWLgELllZs/hqdefault.jpg,https://i.scdn.co/image/ab67616d0000b27309d6ed214f03fbb663e46531
42UBPzRMh5yyz0EDPr6fr1,Manchild,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,85.0,2025-06-05,Pop,R&B,"Happy, Energetic, Chill","Party, Drive, Relax",BlTopk-muo4,"['Happy', 'Energetic', 'Chill']","['Party', 'Drive', 'Relax']",0.85,0.9915611814345991,0.8097787736275269,0.8713128661282842,,https://i.ytimg.com/vi/BlTopk-muo4/hqdefault.jpg,https://i.ytimg.com/vi/BlTopk-muo4/hqdefault.jpg
2plbrEY59IikOBgBGLjaoe,Die With A Smile,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,92.0,2024-08-16,Pop,R&B,"Romantic, Uplifting, Melancholic","Drive, Relax",PfH7jq_uSCM,"['Romantic', 'Uplifting', 'Melancholic']","['Drive', 'Relax']",0.92,0.9816708860759493,0.8157555285563808,0.8989321565137206,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45,https://i.ytimg.com/vi/PfH7jq_uSCM/hqdefault.jpg,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45
78W4mTLIh4qoLu92W4IQhO,ライラック,Mrs. GREEN APPLE,4QvgGvpgzgyUOo8Yp8LDm9,73.0,2024-04-11,Pop,J-Pop,"Uplifting,Melancholic,Energetic","Morning,Drive,Focus",QjrkrVmC-8M,"['Uplifting', 'Melancholic', 'Energetic']","['Morning', 'Drive', 'Focus']",0.73,0.9773839662447258,0.8121985852564246,0.82061549640093,,https://i.ytimg.com/vi/QjrkrVmC-8M/hqdefault.jpg,https://i.ytimg.com/vi/QjrkrVmC-8M/hqdefault.jpg
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,88.0,2024-05-04,Hip Hop,West Coast,"Aggressive, Energetic, Dark",Party,T6eK-2OQtew,"['Aggressive', 'Energetic', 'Dark']",['Party'],0.88,0.9781603375527426,0.8701761231498487,0.9011017274906327,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad,https://i.ytimg.com/vi/T6eK-2OQtew/hqdefault.jpg,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
0aWHb6ujnlXkmmOI1ltStc,Burning Blue,Mariah the Scientist,7HO5fOXE4gh3lzZn64tX2E,71.0,2025-05-02,R&B,Indie,"Melancholic,Chill,Romantic,Dark,Dreamy","Drive,Relax,Night,Focus,Commute",7JqHV53dvdE,"['Melancholic', 'Chill', 'Romantic', 'Dark', 'Dreamy']","['Drive', 'Relax', 'Night', 'Focus', 'Commute']",0.71,0.9904135021097047,0.0,0.5316033755274261,,https://i.ytimg.com/vi/7JqHV53dvdE/hqdefault.jpg,https://i.ytimg.com/vi/7JqHV53dvdE/hqdefault.jpg
2u9S9JJ6hTZS3Vf22HOZKg,NOKIA,Drake,3TVXtAsR1Inumwj472S9r4,86.0,2025-02-14,Hip Hop,Pop,"Energetic, Chill, Uplifting","Party, Drive, Night",RDH71p3LgWM,"['Energetic', 'Chill', 'Uplifting']","['Party', 'Drive', 'Night']",0.86,0.9878143459915611,0.6769986419466844,0.8279031111792299,,https://i.ytimg.com/vi/RDH71p3LgWM/hqdefault.jpg,https://i.ytimg.com/vi/RDH71p3LgWM/hqdefault.jpg
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,3y2cIKLjiOlp1Np37WiUdH,81.0,2024-05-31,Country,Pop,"Happy, Energetic, Chill, Uplifting","Party, Drive, Relax",nZjTtuNR3Og,"['Happy', 'Energetic', 'Chill', 'Uplifting']","['Party', 'Drive', 'Relax']",0.81,0.9790717299578059,0.0,0.5687679324894516,,https://i.ytimg.com/vi/nZjTtuNR3Og/hqdefault.jpg,https://i.ytimg.com/vi/nZjTtuNR3Og/hqdefault.jpg
5P03xImM2uFukzoty7NDw7,KICK OUT,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,73.0,2025-07-13,Hip Hop,,"Energetic, Angry, Dark","Workout, Party, Drive, Gaming, Night",lqRo0r36nRw,"['Energetic', 'Angry', 'Dark']","['Workout', 'Party', 'Drive', 'Gaming', 'Night']",0.73,0.99284388185654,0.7578775471043921,0.8054681119506722,,https://i.ytimg.com/vi/lqRo0r36nRw/hqdefault.jpg,https://i.ytimg.com/vi/lqRo0r36nRw/hqdefault.jpg
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,95.0,2024-05-17,Pop,Indie,"Romantic,Dreamy,Calm,Melancholic","Relax,Drive,Night,Commute",d5gf9dXbPi0,"['Romantic', 'Dreamy', 'Calm', 'Melancholic']","['Relax', 'Drive', 'Night', 'Commute']",0.95,0.9785991561181434,0.8056299998390483,0.9066202889732027,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,https://i.ytimg.com/vi/d5gf9dXbPi0/hqdefault.jpg,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
6uTxnRiGNnMcwm1ZGdVCWl,WAY IT IS,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,45.0,2025-07-11,R&B,Pop,"Romantic, Dreamy, Chill","Relax, Night, Drive",27ZV7_fRHiQ,"['Romantic', 'Dreamy', 'Chill']","['Relax', 'Night', 'Drive']",0.45,0.9927763713080169,0.891261022966464,0.7401354508652667,,https://i.ytimg.com/vi/27ZV7_fRHiQ/hqdefault.jpg,https://i.ytimg.com/vi/27ZV7_fRHiQ/hqdefault.jpg
5sBDrrtLGbV64QJnEqfjer,What It Sounds Like,HUNTR/X,2yNNYQBChuox9A5Ka93BIn,90.0,2025-06-20,Electronic,Indie,"Chill, Dreamy, Uplifting","Drive, Relax, Commute",XaxBsE72SwY,"['Chill', 'Dreamy', 'Uplifting']","['Drive', 'Relax', 'Commute']",0.9,0.9920675105485232,0.8305107812752864,0.898695651083481,,https://i.ytimg.com/vi/XaxBsE72SwY/hqdefault.jpg,https://i.ytimg.com/vi/XaxBsE72SwY/hqdefault.jpg
4gfrYDtaRmp6HPvN80V2ob,I Got Better,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,86.0,2025-05-16,Country,Pop,"Uplifting,Melancholic","Drive,Relax,Night",zLhDdFGkvzI,"['Uplifting', 'Melancholic']","['Drive', 'Relax', 'Night']",0.86,0.9908860759493671,0.0,0.5917215189873418,,https://i.ytimg.com/vi/zLhDdFGkvzI/hqdefault.jpg,https://i.ytimg.com/vi/zLhDdFGkvzI/hqdefault.jpg
6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Benson Boone,22wbnEMDvgVIAGdFeek6ET,85.0,2024-01-18,Pop,Rock,"Romantic, Melancholic, Uplifting","Drive, Relax, Night",HU08BcK5SUY,"['Romantic', 'Melancholic', 'Uplifting']","['Drive', 'Relax', 'Night']",0.85,0.974548523206751,0.8434656228631834,0.8788500988038019,,https://i.ytimg.com/vi/HU08BcK5SUY/hqdefault.jpg,https://i.ytimg.com/vi/HU08BcK5SUY/hqdefault.jpg
3KC1yCIfkLrRaeeMUEKvg3,Superman,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,73.0,2025-05-16,Country,Pop,"Melancholic, Chill","Drive, Relax, Night",04rUClBqn1Y,"['Melancholic', 'Chill']","['Drive', 'Relax', 'Night']",0.73,0.9908860759493671,0.0,0.5397215189873418,,https://i.ytimg.com/vi/04rUClBqn1Y/hqdefault.jpg,https://i.ytimg.com/vi/04rUClBqn1Y/hqdefault.jpg
72PVbRKkUimweUPV0nKAPs,ALL I CAN TAKE,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,68.0,2025-07-11,R&B,Pop,"Melancholic,Romantic,Chill","Relax,Night,Drive",ogVL5Hdh8Po,"['Melancholic', 'Romantic', 'Chill']","['Relax', 'Night', 'Drive']",0.68,0.9927763713080169,0.891261022966464,0.8321354508652666,,https://i.ytimg.com/vi/ogVL5Hdh8Po/hqdefault.jpg,https://i.ytimg.com/vi/ogVL5Hdh8Po/hqdefault.jpg
0MHStU0muAIEMbwdnebYu2,Takedown,HUNTR/X,2yNNYQBChuox9A5Ka93BIn,88.0,2025-06-20,Electronic,Pop,"Energetic,Dark,Angry","Workout,Drive,Gaming",AGJ0N2mN9xo,"['Energetic', 'Dark', 'Angry']","['Workout', 'Drive', 'Gaming']",0.88,0.9920675105485232,0.8305107812752864,0.890695651083481,,https://i.ytimg.com/vi/AGJ0N2mN9xo/hqdefault.jpg,https://i.ytimg.com/vi/AGJ0N2mN9xo/hqdefault.jpg
0LutvoC2HqCfnaRSjrhtzo,WALKING AWAY,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,72.0,2025-07-11,Pop,R&B,"Romantic,Melancholic,Calm","Relax,Night,Focus",sbF2O_LOyyQ,"['Romantic', 'Melancholic', 'Calm']","['Relax', 'Night', 'Focus']",0.72,0.9927763713080169,0.891261022966464,0.8481354508652666,,https://i.ytimg.com/vi/sbF2O_LOyyQ/hqdefault.jpg,https://i.ytimg.com/vi/sbF2O_LOyyQ/hqdefault.jpg
3aSWXU6owkZeVhh94XxEWO,30 For 30 (with Kendrick Lamar),SZA,7tYKF4w9nC0nq9CsPZTHyP,77.0,2024-12-20,R&B,Hip Hop,"Chill, Melancholic, Dreamy","Drive, Relax, Night",NEnephbahLA,"['Chill', 'Melancholic', 'Dreamy']","['Drive', 'Relax', 'Night']",0.77,0.9859240506329114,0.7509883763723891,0.8173269443885641,,https://i.ytimg.com/vi/NEnephbahLA/hqdefault.jpg,https://i.ytimg.com/vi/NEnephbahLA/hqdefault.jpg
0YsIYFRoxkmEvbKCwTp0Tg,20 Cigarettes,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,80.0,2025-05-16,Country,Pop,"Romantic, Chill, Melancholic","Night, Relax, Drive",57Mha7aNUR4,"['Romantic', 'Chill', 'Melancholic']","['Night', 'Relax', 'Drive']",0.8,0.9908860759493671,0.0,0.5677215189873418,,https://i.ytimg.com/vi/57Mha7aNUR4/hqdefault.jpg,https://i.ytimg.com/vi/57Mha7aNUR4/hqdefault.jpg
5JTNhYqB0eG0ivgZcBviJ0,ROSE,HANA,7fmXV2O48buswss04YetaN,76.0,2025-04-02,Electronic,Pop,"Dreamy, Melancholic, Chill","Relax, Drive, Focus",rGPd0FyjQ9w,"['Dreamy', 'Melancholic', 'Chill']","['Relax', 'Drive', 'Focus']",0.76,0.9894008438818566,0.0,0.5513502109704642,,https://i.ytimg.com/vi/rGPd0FyjQ9w/hqdefault.jpg,https://i.ytimg.com/vi/rGPd0FyjQ9w/hqdefault.jpg
5DxDLsW6PsLz5gkwC7Mk5S,Free,Rumi,2DSE0PhxKUmTPLfZm13sup,88.0,2025-06-20,K-Pop,Pop,"Romantic,Uplifting","Relax,Party",xDMpGyvzBdA,"['Romantic', 'Uplifting']","['Relax', 'Party']",0.88,0.9920675105485232,0.0,0.6000168776371309,,https://i.ytimg.com/vi/xDMpGyvzBdA/hqdefault.jpg,https://i.ytimg.com/vi/xDMpGyvzBdA/hqdefault.jpg
